,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConsumptionPattern,Effect,ConditionType,Condition,Sex,AgeCategory,AgeGroup,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,LocationID,ClassID,EffectID,ConditionID,ConsumptionID,Stratification1ID,AgeCategoryID,Stratification2ID,DataValueTypeID
83659,2006,2010,US,National,ARDI,Excessive Use,Beneficial Effects,Chronic   ,Degeneration of nervous system due to alcohol,Female,Other,All Ages,number of alcohol attributable deaths,Annual Average,0,0.0,0,CHRONIC,BENEFF,ALCNER,EXCUSE,GENF,AGECAT1,AGEGRP0,AnnAvg
84916,2006,2010,US,National,ARDI,Excessive Use,Beneficial Effects,Chronic   ,Hypertension,Female,Other,All Ages,number of alcohol attributable deaths,Annual Average,0,0.0,0,CHRONIC,BENEFF,HYPERT,EXCUSE,GENF,AGECAT1,AGEGRP0,AnnAvg
84965,2006,2010,US,National,ARDI,Excessive Use,Beneficial Effects,Chronic   ,Alcoholic myopathy,Female,Other,All Ages,number of alcohol attributable deaths,Annual Average,0,0.0,0,CHRONIC,BENEFF,ALCMYO,EXCUSE,GENF,AGECAT1,AGEGRP0,AnnAvg
85196,2006,2010,US,National,ARDI,Excessive Use,Beneficial Effects,Acute     ,Drowning,Female,Other,All Ages,number of alcohol attributable deaths,Annual Average,0,0.0,0,ACUTE,BENEFF,DROWNI,EXCUSE,GENF,AGECAT1,AGEGRP0,AnnAvg
86975,2006,2010,US,National,ARDI,Excessive Use,Beneficial Effects,Chronic   ,Psoriasis,Female,Other,All Ages,number of alcohol attributable deaths,Annual Average,0,0.0,0,CHRONIC,BENEFF,PSORIA,EXCUSE,GENF,AGECAT1,AGEGRP0,AnnAvg
88634,2006,2010,US,National,ARDI,Excessive Use,Beneficial Effects,Chronic   ,Liver cancer,Female,Other,All Ages,number of alcohol attributable deaths,Annual Average,0,0.0,0,CHRONIC,BENEFF,LIVCAN,EXCUSE,GENF,AGECAT1,AGEGRP0,AnnAvg
90756,2006,2010,US,National,ARDI,Excessive Use,Beneficial Effects,Chronic   ,Alcohol-induced chronic pancreatitis,Female,Other,All Ages,number of alcohol attributable deaths,Annual Average,0,0.0,0,CHRONIC,BENEFF,ALCCRP,EXCUSE,GENF,AGECAT1,AGEGRP0,AnnAvg
97217,2006,2010,US,National,ARDI,Excessive Use,Beneficial Effects,Chronic   ,Supraventricular cardiac dysrhythmia,Female,Other,All Ages,number of alcohol attributable deaths,Annual Average,0,0.0,0,CHRONIC,BENEFF,SUCADY,EXCUSE,GENF,AGECAT1,AGEGRP0,AnnAvg
98291,2006,2010,US,National,ARDI,Excessive Use,Harmful Effects,Acute     ,Excessive blood alcohol level,Female,Other,All Ages,number of alcohol attributable deaths,Annual Average,0,0.0,0,ACUTE,HARMEFF,ALCBLA,EXCUSE,GENF,AGECAT1,AGEGRP0,AnnAvg
99279,2006,2010,US,National,ARDI,Excessive Use,Beneficial Effects,Chronic   ,Fetus and newborn affected by maternal use of alcohol,Female,Other,All Ages,number of alcohol attributable deaths,Annual Average,0,0.0,0,CHRONIC,BENEFF,ALCMAU,EXCUSE,GENF,AGECAT1,AGEGRP0,AnnAvg
99380,2006,2010,US,National,ARDI,Excessive Use,Harmful Effects,Chronic   ,Alcohol polyneuropathy,Female,Other,All Ages,number of alcohol attributable deaths,Annual Average,0,0.0,0,CHRONIC,HARMEFF,ALCPOL,EXCUSE,GENF,AGECAT1,AGEGRP0,AnnAvg
101733,2006,2010,US,National,ARDI,Excessive Use,Harmful Effects,Chronic   ,Prostate cancer (males only),Female,Other,All Ages,number of alcohol attributable deaths,Annual Average,0,0.0,0,CHRONIC,HARMEFF,PROCAN,EXCUSE,GENF,AGECAT1,AGEGRP0,AnnAvg
